6266.21,-1053.29
-20846,-161.431
-20845.5,-161.977
-20844.9,-162.512
-5369.3,3897.92
-20846.7,-160.779
-22876.3,7577.13
-22877.7,7578.48
-53829.7,-541.544
-57893.7,14938.9
8983.83,423.904
8623.97,-174.952
3890.68,124.809
-4354.75,29.2983
12060.8,263.773
-3467.59,-3346.44
10070,218.472
7171.18,-554.362
9948.98,679.094
6031.28,3787.81
5663.22,71.2779
5354.12,1644.19
5556.64,870.659
5353.3,1644.75
6302.91,-1180.6
10073.8,206.549
6270.33,-1056.67
9171.99,-295.316
7172.09,-554.773
7237.59,-802.928
9266.65,825.297
9265.56,826.344
1335.44,94.2817
1335.09,94.6271
-9475.75,-33.3342
-9476.86,-32.2443
10075.2,195.98
8013.85,172.057
3890.95,124.484
8013.88,172.024
4144.98,-843.072
-3846.26,-1906.28
-3846.4,-1906.15
-3846.49,-1906.06
276.45,-1858.38
4145.23,-843.17
11517.6,580.796
7053.02,-86.29
4270.93,-1316.59
4269.68,-1315.64
4306.71,-1442.79
10142.4,-43.7701
-3593.04,-2872.85
4146.23,-843.963
8014.36,171.703
276.399,-1858.33
4145.96,-843.645
4340.13,-1567.31
4340.11,-1567.28
4340.04,-1567.22
4340.09,-1567.26
4340.02,-1567.2
11039.7,461.07
3890.17,125.225
-3847.4,-1905.19
-3848.85,-1903.73
11104.6,213.49
10137.4,-40.2989
8014.26,171.702
7760.62,1138.9
3891.24,124.192
3637.56,1091.32
10138,-40.7861
9041.85,200.029
9041.74,200.135
336.909,-2084.02
7590.95,-180.575
434.268,-2455.38
11346.7,209.444
335.523,-2082.96
8983.51,424.062
8015.73,170.555
-3590.68,-2875.19
9950.71,677.869
8016.24,170.322
7760.97,1138.68
7760.84,1138.79
7760.87,1138.73
-19321.8,-5966.56
3891.65,123.849
-19321.9,-5966.56
-19322.5,-5966.03
7761.03,1138.58
-4354.51,29.0063
-12093.4,-2000.08
-22877.4,7578.22
-22877.4,7578.22
-20846.1,-161.393
-5369.88,3898.44
11620.5,180.223
9949.57,678.691
6203.55,-807.706
10564.5,328.203
10015.9,448.964
10011.8,451.914
7763.08,1137.2
3387.05,2056.33
10922.6,928.291
11046.4,456.313
8020.97,166.973
8020.91,167.029
7767.12,1134.33
7761.53,1138.32
7761.6,1138.26
3892.26,123.49
-3845.58,-1906.64
-3845.51,-1906.73
8015.35,170.963
22.2173,-890.821
22.0036,-890.611
-4354.48,28.9023
-4354.91,29.336
10986.4,700.424
10019.1,446.689
10013.4,450.794
7760.26,1139.18
3891.25,124.193
3891.12,124.315
-3846.64,-1905.9
-3846.75,-1905.79
-5369.19,3897.89
4145.64,-843.612
4145.48,-843.434
4145.41,-843.367
-3846.34,-1906.24
-3846.46,-1906.1
-3846.59,-1905.98
8138.3,-300.814
3891.72,123.898
7760.64,1138.95
3891.35,124.203
3891.38,124.18
3891.55,123.992
-4353.62,28.2204
-4354,28.5747
-3846.68,-1905.81
-4354.15,28.7371
-4354.44,28.9911
-4354.64,29.2055
3890.72,124.751
-5370.16,3898.76
-20846.1,-161.298
-20847.2,-160.233
-22877.9,7578.81
-12093.2,-2000.39
-20846.7,-160.741
-22878.2,7579.23
10916.2,932.848
9948.73,679.249
8014.05,171.864
5825.98,631.467
3891.56,123.896
3384.19,2058.34
-484.684,1043.22
-4353.51,28.0594
3383.76,2058.67
3383,2059.39
-5368.9,3897.61
-13107.1,1867.91
-4355.86,30.312
9949.53,678.727
8015.08,171.174
3892.43,123.429
8139.32,-301.158
8139.03,-300.879
-3591.1,-2874.53
8138.52,-300.567
10072.9,207.052
8014.63,171.494
4145.58,-843.447
3891.36,124.313
11041,460.126
10073.8,206.375
7760.75,1138.82
5826.21,631.341
3891.53,124.019
-4354.59,29.0978
-484.969,1043.53
-485.548,1044.08
-5369.77,3898.43
-13107.4,1867.97
-20845.9,-161.519
-20847.8,-159.629
3891.43,124.099
-19322.3,-5966.29
-19323.5,-5965.24
-19324.8,-5964.08
-19833.1,-4028.74
-51804.1,-8276.08
-51806.9,-8273.37
8202.3,-542.677
8138.87,-300.863
8202.23,-542.61
8138.79,-300.785
4145.53,-843.467
4145.21,-843.183
3891.79,123.791
4271.88,-1317.14
8017.21,169.718
