-4549.5,1970.4
19928.7,-8988.52
19472.6,-9969.13
19701.7,-9383.87
2732.17,-7581.09
19974,-8757.37
24438.4,-4622.2
24655.5,-25.7722
13596.7,-51898.1
-12241.6,58463.7
-5849.51,4725.39
-5499.29,4535.11
-2179.94,1160.74
3708.08,-4560.51
-7403.92,7437.75
5019.75,-1779.33
-6468.43,5611.02
-4963.67,2914.59
-6325.46,5617.24
-1659.33,5420.17
-3584.33,2286.1
-2435.08,3270.15
-3068.94,2786.31
-2431.28,3272.9
-4715.52,1845.44
-6617.31,5479.3
-4623.21,1914.5
-6195.07,4585.36
-5034.8,2850.28
-5230.72,2703.32
-5873.41,5161.52
-6187.79,4860.61
-445.478,-654.597
-402.38,-602.144
8794.68,-6202.6
8454.03,-6712.57
-6776.62,5322.66
-5307.82,3857.22
-2170.02,1184.71
-5302.4,3864.58
-2839.33,740.91
4368.37,-3050.83
4366.91,-3052.83
4375.93,-3039.8
748.559,-1127.89
-2848.84,739.151
-7842.56,6370.26
-4810.74,2981.81
-3186.93,509.384
-3170.8,521.588
-3352.86,375.365
-6610.41,5638.99
4214.84,-3003.52
-2850.83,740.683
-5315.61,3860.29
882.336,-949.618
-2847.52,744.505
-3463.22,291.866
-3463.08,291.995
-3462.8,292.242
-2563.13,1435.29
-2500.41,1498.29
-7050.75,6435.12
-2192.99,1161.87
4274.84,-3168.92
4416.99,-2983.38
-7135.35,6447.9
-6664.61,5544.69
-5315.87,3865.61
-4554.76,4426.5
-2181.53,1185.16
-1453.71,1741.15
-6557.8,5648.67
-6008.62,4634.22
-6018.95,4623.03
55.3283,-1924.1
-5180.57,3366.89
-262.849,-2232.3
-7737.87,6178.61
402.187,-1521.7
-5899.56,4692.93
-5327.9,3876.22
4787.16,-2194.84
-6656.13,5315.89
-5348.91,3851.97
-4564.92,4422.45
-4565.74,4421.19
-4565.38,4421.72
16440.7,-13245.4
-2199.6,1174.68
17280.6,-12125.5
16513.9,-13152.8
-4566.26,4422.06
3766.1,-4472.81
9194.84,-10005.8
12139.5,-21632
-15937.8,-18699.8
19665,-9420.57
2865.65,-7514.31
-7414.55,6893.61
-6484.21,5489.5
-4417.22,2089.03
-6892.93,6037.46
-6422.36,5741.1
-6664.98,5401.71
-4590.86,4429.23
-709.035,2351.29
-7444.38,6029.27
-7045.84,6510.17
-5264.67,4001.35
-5502.39,3727.05
-4423.48,4622.14
-4597.93,4398.62
-4605.41,4391.19
-2170.49,1226.29
4429.07,-2924.76
4370.47,-3006.96
-5350.09,3851.79
1010.95,-2106.4
770.247,-1306.43
3836.72,-4390.07
3766.56,-4463.36
-7393.93,6306.39
-7327.1,4820.26
-6693.33,5417.94
-4582.17,4414.3
-2179.53,1209.03
-2178.69,1209.82
4380.21,-2995.99
4409.18,-2950.53
7069.96,-2453.65
-2857.37,757.589
-2856.92,758.035
-2857.57,757.174
4407.81,-2948.2
4379.9,-2994.79
4384.86,-2987.49
-5708.49,3599.36
-2197.97,1202.46
-4589.92,4413.42
-2192.65,1201.85
-2192.09,1202.62
-2192.6,1203.92
3875.89,-4338.99
3802.44,-4417.33
4347.47,-3038.88
3853.58,-4363.38
3788.52,-4432.47
3790.05,-4430.73
-2190.52,1202.64
2867.94,-7466.02
19589.2,-9555.22
16913.4,-13870
12959.8,-21165.3
10834.6,-7909.14
17620.9,-13015.9
24390.6,-2650.78
-7317.37,6118.16
-6709.73,5201.57
-5021.29,3984
-3470.62,2763.84
-2194.44,1211.97
-3058.96,-654.481
1565.19,-958.909
3840.4,-4366.53
-3092.7,-676.094
-730.725,2336.28
2831.4,-7471.35
12608.9,-6742.59
3819.74,-4390.61
-6688.34,5311.07
-5373.97,3845.49
-2189.24,1261.21
-5715.93,3611.99
-5716.02,3611.62
4760.08,-2190.46
-5722.16,3601.64
-6871.69,5261.56
-5372.22,3845.76
-2872.78,765.235
-2225.52,1184.3
-7598.35,5919.52
-6834.36,5312.8
-4604.35,4416.34
-3462.57,2782.53
-2210.7,1211.29
3767.26,-4436.77
1280.48,-1376.33
646.379,-2185.06
3004.76,-7372.01
12567.7,-6809.56
19739.2,-9194.54
19708.1,-9267.99
-2219.6,1194.14
19647.7,-7267.62
16993.7,-12468.3
17315.4,-12022.4
17774.8,-11477.2
-49309.4,-17557.3
25790.4,44647.9
-5906.53,3474.92
-5737.67,3590.74
-5906.6,3474.77
-5737.86,3590.49
-2883.6,756.502
-2882.01,757.176
-2202.64,1122.78
-3193.24,409.7
-5417.72,3808.09
